Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-05-30,0.659491777420044,0.6637280612653477,0.6157142298274259,0.6599624421055331,713059200
2000-05-31,0.6326602697372437,0.6872647686100681,0.6312481750110331,0.6543141151291536,433507200
2000-06-01,0.6712603569030762,0.6745552120598673,0.6053582258336675,0.6157144617535362,903840000
2000-06-02,0.6971505284309387,0.7512843310923831,0.6703189595431646,0.7060946696431138,792848000
2000-06-05,0.6877354979515076,0.7173912497645812,0.6754965045190394,0.7027987313810803,323668800
2000-06-06,0.6995040774345398,0.7286891246662629,0.6802045525081748,0.6926789582158831,525481600
2000-06-07,0.7272768020629883,0.73057170697878,0.6900890547253105,0.7051530933187555,337019200
2000-06-08,0.7140962481498718,0.7418691862912191,0.7013865413951136,0.7352794279365938,238526400
2000-06-09,0.7211576700210571,0.7376329467896325,0.7108014369940316,0.7286888085151682,252358400
2000-06-12,0.6867941617965698,0.7263354348839496,0.6844406869752577,0.7258647198079556,290337600
2000-06-13,0.711743175983429,0.7131552714487355,0.664199176136271,0.6867944130789788,351456000
2000-06-14,0.6811459064483643,0.7249234723799317,0.6787923809177308,0.7131551408160325,277446400
2000-06-15,0.6957383751869202,0.7032695658058447,0.6703189036356071,0.6872649498467005,248572800
2000-06-16,0.6867941617965698,0.7060945357782248,0.6707895475368039,0.7042108710049887,303564800
2000-06-19,0.7277476787567139,0.7371625352758369,0.6764380657556811,0.6820873014549249,394004800
2000-06-20,0.7625817656517029,0.7828227140454856,0.7409279179092014,0.7418692977357577,501390400
2000-06-21,0.8378989100456238,0.8576691474372024,0.757874921241765,0.7606991618587473,490000000
2000-06-22,0.8096543550491333,0.8680253437482585,0.8068301648408788,0.8397816818890115,467712000
2000-06-23,0.7785864472389221,0.8228347219521287,0.7654060223689219,0.8101250121762483,204965600
2000-06-26,0.8153034448623657,0.8247182988129776,0.7851770284214302,0.7908254078309487,185354400
2000-06-27,0.779528021812439,0.8360153016700596,0.7776452113665536,0.8101251622287708,203470400
2000-06-28,0.8200104832649231,0.8341322872054702,0.7757622111785812,0.8030644894859807,286428800
2000-06-29,0.7719965577125549,0.8124792054351033,0.7691715134321533,0.7992987827778761,203660800
2000-06-30,0.7889425158500671,0.8275424024170566,0.7785862831684793,0.7955323246617599,323097600
2000-07-03,0.8030643463134766,0.818127527421541,0.7851769255912023,0.7851769255912023,70828800
2000-07-05,0.7776449918746948,0.8313080660566472,0.7644645682835983,0.8021230291424294,265216000
2000-07-06,0.7804692387580872,0.7974160878882796,0.7475186298814064,0.7908254733755142,309545600
2000-07-07,0.8200104832649231,0.8256597176902847,0.7851770655746882,0.7922375401706762,263603200
2000-07-10,0.8604933619499207,0.8774402139493516,0.8096544148904448,0.8148329855898976,397796000
2000-07-11,0.8576689958572388,0.8925032180181707,0.8350737173726643,0.8586103254309728,357896000
2000-07-12,0.8868541717529297,0.8877955014730141,0.8491956533399826,0.8755565056145074,225433600
2000-07-13,0.8510791659355164,0.9132148604673814,0.8247183183823145,0.8812056333706334,445659200
2000-07-14,0.8689664602279663,0.8887366918627679,0.8567274676730248,0.8604930872129549,190276800
2000-07-17,0.8783811926841736,0.8859123297380377,0.8604929195561799,0.8774397628429564,260002400
2000-07-18,0.8623762726783752,0.8868543704379726,0.8567278908577575,0.8812059886173549,318404800
2000-07-19,0.7936497926712036,0.8557863054754554,0.7795279859267332,0.8313082624255966,457872800
2000-07-20,0.8303667306900024,0.8595517691665442,0.8153034963780873,0.828483920674754,465572800
2000-07-21,0.8068301677703857,0.8378988746993775,0.7974161668557997,0.8188338560874023,196235200
2000-07-24,0.7333967685699463,0.7964738460970755,0.7155084894346451,0.7917668461482043,412171200
2000-07-25,0.7541084885597229,0.762581914236253,0.7390452519753338,0.7578749136276874,211607200
2000-07-26,0.7541084885597229,0.7719967702020979,0.7418694422846059,0.7508135831057934,210470400
2000-07-27,0.7832934260368347,0.802123085155412,0.7512841971553587,0.7531670072012955,294985600
2000-07-28,0.7277476787567139,0.7908256235797898,0.706094680271331,0.7875307179322303,237893600
2000-07-31,0.7654059529304504,0.7776449967812022,0.7343381561850796,0.740457200456857,155299200
2000-08-01,0.7428107857704163,0.7705837302497482,0.7418693555911153,0.7578748250638271,137284000
2000-08-02,0.711743175983429,0.7522258437551526,0.7108017957663404,0.7381040343531856,162355200
2000-08-03,0.7230406999588013,0.7239821303321992,0.6665534194540491,0.6863236081334271,339897600
2000-08-04,0.7136259078979492,0.7719968548022351,0.6976212895496976,0.7451652841470189,263121600
2000-08-07,0.7220993041992188,0.7390453019494506,0.7108016874494737,0.7211579241255841,187348000
2000-08-08,0.7042105793952942,0.7230402305037011,0.697620822456805,0.7220988510208621,176674400
2000-08-09,0.7155084609985352,0.7296303150325048,0.7117428913566889,0.7249233152707016,379640800
2000-08-10,0.716450035572052,0.7296304621435558,0.7136258452014108,0.7230406510925015,251714400
2000-08-11,0.71833336353302,0.7230403623642444,0.6863232876824285,0.7056236571917085,238056000
2000-08-14,0.7089186310768127,0.7183334341336594,0.697621018246563,0.7169205349042844,156660000
2000-08-15,0.7032694220542908,0.7220990791104248,0.7004452324343884,0.711742845662503,114200800
2000-08-16,0.7305715680122375,0.7381036110159075,0.705152959187244,0.7060943891437252,143673600
2000-08-17,0.7748206853866577,0.7898839166223677,0.7277473775796935,0.7286887572554054,270900000
2000-08-18,0.7531672716140747,0.7804695101053103,0.7512844609071437,0.7738797480500723,190176000
2000-08-21,0.7606990933418274,0.7767037086554357,0.747518668111487,0.7569326182959364,134467200
2000-08-22,0.7785864472389221,0.7955324923032193,0.7588162624478982,0.7625818323628645,276802400
2000-08-23,0.8181275725364685,0.8247182362826153,0.7691715021854971,0.775291450923432,236863200
2000-08-24,0.8451946377754211,0.8529619898417171,0.8040059109298867,0.8235407883039952,310766400
2000-08-25,0.855786144733429,0.8661423790936094,0.849195530384373,0.8510791951385157,334460000
2000-08-28,0.8746150732040405,0.8887369295856391,0.8595518871046518,0.862376077375364,359004800
2000-08-29,0.89156174659729,0.8953272654104445,0.8689664214282958,0.8717906108174813,267030400
2000-08-30,0.8962693214416504,0.9038013699155273,0.8842656282648772,0.8887372729677736,285392800
2000-08-31,0.9179229736328125,0.9263955453360111,0.8877955926788237,0.8882663078665595,419596800
2000-09-01,0.9555809497833252,0.9584051390341826,0.9207467348706757,0.9235709241215331,256872000
2000-09-05,0.9405171275138855,0.9659366479464715,0.9376929374720346,0.9438129376837862,298642400
2000-09-06,0.8802643418312073,0.9395758559280843,0.8699081061961066,0.9245125695599452,355404000
2000-09-07,0.9339272379875183,0.9424006109510652,0.877439928472334,0.8906203509718653,217464800
2000-09-08,0.8868541717529297,0.9282782101635568,0.8812057911977385,0.9282782101635568,195518400
2000-09-11,0.8802643418312073,0.909449383750475,0.8755564866288176,0.8840299623059041,187381600
2000-09-12,0.8699080348014832,0.9047423593225783,0.858610369835257,0.8637889397418046,187997600
2000-09-13,0.8736737370491028,0.8962689685457251,0.8548449305412698,0.8548449305412698,305984000
2000-09-14,0.856492280960083,0.8981516212780534,0.8557861580629225,0.882147006931231,426552000
2000-09-15,0.832014262676239,0.8764987017217356,0.8171863844841846,0.8699080867089707,394514400
2000-09-18,0.91368567943573,0.9150977242028815,0.8294254124254203,0.832249602518388,424536000
2000-09-19,0.9028593301773071,0.911331898547131,0.8821468644790562,0.9000343362515643,271510400
2000-09-20,0.9195703864097595,0.9254540746031756,0.8821471730745288,0.8948568848238716,227388000
2000-09-21,0.8539034724235535,0.8981516992348535,0.8322496216233136,0.8812057538187247,510490400
2000-09-22,0.7861185073852539,0.7898841276527848,0.7531670423347671,0.7578748469988218,726700800
2000-09-25,0.8058884739875793,0.836014884177971,0.7842354356226393,0.7945908124846935,435551200
2000-09-26,0.7748206853866577,0.8247181825000758,0.7738793057109459,0.8030643382273357,290936800
2000-09-27,0.7371622323989868,0.7945908676478541,0.7268060000696147,0.7795276866465792,402259200
2000-09-28,0.8058884739875793,0.8105962770810635,0.7249231401066655,0.7428105594603231,979585600
2000-09-29,0.38788071274757385,0.43683684376476223,0.38223233256791483,0.4245977984406321,7421640800
2000-10-02,0.3652862310409546,0.4029447134496967,0.35398861844124857,0.4020033085822058,2424788800
2000-10-03,0.336101233959198,0.37658391029339755,0.3342175944077744,0.37564250532213,2038120000
2000-10-04,0.3558715879917145,0.3577543735655653,0.3295107296219579,0.3370427769456102,1466024000
2000-10-05,0.33233487606048584,0.3690519677689239,0.3313934708297564,0.35398875502681654,873006400
2000-10-06,0.3342175781726837,0.3455151914689952,0.31633015553727223,0.34174959690650747,612656800
2000-10-09,0.32762789726257324,0.3445738951752507,0.31821304056984584,0.34080832456527566,597564800
2000-10-10,0.3144473433494568,0.3379839728109869,0.3087980846810159,0.3257449556585831,691101600
2000-10-11,0.29561764001846313,0.3163301036413251,0.2880864772686845,0.3031496826562699,1198422400
2000-10-12,0.30126699805259705,0.3135060183209028,0.29373495291969626,0.305973973188002,1191064000
2000-10-13,0.33233487606048584,0.3332762812912153,0.30126704534554166,0.30503261598911896,1247752800
2000-10-16,0.32386231422424316,0.35022316986428875,0.32197864895687356,0.3361013367849879,820176000
2000-10-17,0.3031498193740845,0.3304520784283597,0.29656003328380826,0.32668648278539203,601720000
2000-10-18,0.3031498193740845,0.31727165149905173,0.28243734641008533,0.2927935828920849,834265600
2000-10-19,0.28526225686073303,0.29844267756418663,0.27584743002154527,0.28855716091933714,1506724800
2000-10-20,0.29373493790626526,0.3069153625838384,0.285262342872123,0.2871451529417835,791263200
2000-10-23,0.30691543221473694,0.3097404775690995,0.29279359929846754,0.30526797931493727,551292000
2000-10-24,0.28432098031044006,0.3144474265018857,0.28337957521821755,0.3116232112252181,804451200
2000-10-25,0.2786716818809509,0.2890279158029442,0.2777303020576651,0.2871451310167094,663969600
2000-10-26,0.2786716818809509,0.2843209412675257,0.2636084734235392,0.2833795363045768,721851200
2000-10-27,0.2796131372451782,0.2890279679012798,0.26925690145643605,0.28432099251741205,744503200
2000-10-30,0.2909107804298401,0.3003256111591889,0.2824373297007883,0.2880865901496138,639189600
2000-10-31,0.2946763336658478,0.3050325429129576,0.2899693337795193,0.2975013782903619,885880800
2000-11-01,0.3087981641292572,0.31444742425115163,0.29279354862570206,0.29279354862570206,575366400
2000-11-02,0.336101233959198,0.33798401876206974,0.3172715758747236,0.3182129557063278,590693600
2000-11-03,0.335159033536911,0.3464566745205022,0.3304520581271251,0.3464566745205022,515821600
2000-11-06,0.32292085886001587,0.34080828506131466,0.31444743351146365,0.3379840697216904,393478400
2000-11-07,0.32103705406188965,0.32856907042695865,0.313505867305408,0.3238620975588983,301963200
2000-11-08,0.3022085130214691,0.3229209927598788,0.2984429161468913,0.32197873250727976,422088800
2000-11-09,0.3040911555290222,0.30879813015931046,0.28714513680416304,0.29938415575907035,476834400
2000-11-10,0.28714510798454285,0.29938412571106826,0.28714510798454285,0.29161674977529695,422251200
2000-11-13,0.2918521761894226,0.3012670325668178,0.2749061788443182,0.2824373449516966,431816000
2000-11-14,0.30503255128860474,0.3087981462731312,0.294676341757132,0.30032557641269536,409001600
2000-11-15,0.29938414692878723,0.30409114655990693,0.28996931805767434,0.3017376467443471,282357600
2000-11-16,0.2862038314342499,0.29844285464889647,0.2843210459547719,0.2937350236315064,239372000
2000-11-17,0.2786716818809509,0.2899693207658931,0.2749061123084814,0.2890279158029442,446180000
2000-11-20,0.28526225686073303,0.2937348493402455,0.2749060504102218,0.2800837388311302,408066400
2000-11-21,0.28337955474853516,0.2937349345959713,0.28243729497571424,0.28902793461453136,301952000
2000-11-22,0.2786716818809509,0.28808653597965833,0.27678889709471616,0.2833795363045768,280532000
2000-11-24,0.2909107804298401,0.29373497071006643,0.283379589589458,0.2840856371595146,160932800
2000-11-27,0.2814960777759552,0.30032574780180127,0.27867186107109515,0.2993843422335146,258792800
2000-11-28,0.2716113328933716,0.2862038581755652,0.2701992373669066,0.2814960267183012,269124800
2000-11-29,0.2645498514175415,0.2758474640111106,0.2598428522223045,0.27255258468617316,492150400
2000-11-30,0.24854527413845062,0.2560764387009831,0.24289601454339535,0.2513694639918583,809597600
2000-12-01,0.2570187747478485,0.26360856140864997,0.25325232403003645,0.2560765147218554,385705600
2000-12-04,0.2513694763183594,0.2589014959988183,0.24760388128260621,0.2589014959988183,371520800
2000-12-05,0.25607648491859436,0.2626671255611789,0.2466625086616122,0.2551351048906641,613978400
2000-12-06,0.2155938595533371,0.22595007223326039,0.21088685810676083,0.22030169060910687,1374464000
2000-12-07,0.2155938595533371,0.22406728673843337,0.21088685810676083,0.21747749979703013,408917600
2000-12-08,0.2268914431333542,0.230657893440214,0.21747746680787997,0.22312584757523074,435624000
2000-12-11,0.22877421975135803,0.23159926446724002,0.2240672197127953,0.22877421975135803,332511200
2000-12-12,0.23159924149513245,0.24101321549882979,0.22594998223265847,0.2297155768620699,386260000
2000-12-13,0.22595001757144928,0.23442346784632165,0.2240672325321055,0.23442346784632165,344887200
2000-12-14,0.21747742593288422,0.22971559034186445,0.21747742593288422,0.22642071056007376,263317600
2000-12-15,0.21182817220687866,0.2212430006550253,0.2108867672950153,0.21936019083129857,513945600
2000-12-18,0.214652419090271,0.2203016545383208,0.20994543098422316,0.2193602493752107,325808000
2000-12-19,0.21088680624961853,0.22971561187543443,0.21088680624961853,0.21653518648483328,374007200
2000-12-20,0.21653513610363007,0.22030158517931198,0.20523836569178558,0.20759186528875873,565331200
2000-12-21,0.21182817220687866,0.2259499749350188,0.2090039700411194,0.2146523618028071,366844800
2000-12-22,0.22595001757144928,0.22595001757144928,0.21276959212838426,0.21276959212838426,318052000
2000-12-26,0.22124306857585907,0.22595004430087734,0.2146524277003376,0.22406725903880392,216815200
2000-12-27,0.22312580049037933,0.22312580049037933,0.2137109714029216,0.21606447127256287,325466400
2000-12-28,0.22312580049037933,0.22500861044195772,0.2155937813545,0.21653516119062577,305177600
2000-12-29,0.2240673303604126,0.22595011622178499,0.21841894763661807,0.22124313899851533,630336000
