Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8430764675140381,0.8473128027568702,0.7658767292218869,0.7898841037916202,535796800
2000-01-04,0.7719965577125549,0.8331908169372327,0.7621110396023455,0.8153033949670264,512377600
2000-01-05,0.7832934260368347,0.8327202190722678,0.775762236132417,0.7814106159908979,778321600
2000-01-06,0.7155084609985352,0.8058886687153648,0.7155084609985352,0.7992988589929749,767972800
2000-01-07,0.7494013905525208,0.7606990553493176,0.7192749715785667,0.7268061615175863,460734400
2000-01-10,0.736221194267273,0.7701132438596179,0.7136259582260279,0.7682304332212103,505064000
2000-01-11,0.6985625624656677,0.7484600751078841,0.6816165666047048,0.7225699388180935,441548800
2000-01-12,0.6566677093505859,0.7192749229526614,0.6514891398717929,0.715508448349513,976068800
2000-01-13,0.7286888360977173,0.7437520689632314,0.6966796108115553,0.7116247375457067,1032684800
2000-01-14,0.7564619779586792,0.7701130684586291,0.7484600722774706,0.7531670726617501,390376000
2000-01-18,0.782822847366333,0.7983576031835926,0.756461995442938,0.7606991355515965,459177600
2000-01-19,0.8025937676429749,0.8190690964959576,0.7785863944428557,0.7955324383580391,597643200
2000-01-20,0.8548447489738464,0.9150975806885461,0.8548447489738464,0.8699079317628592,1831132800
2000-01-21,0.8383693695068359,0.8604931269454695,0.8298959458212497,0.8604931269454695,495924800
2000-01-24,0.8002403974533081,0.8491956250674187,0.7917669218745917,0.816715678179691,440876800
2000-01-25,0.8454300761222839,0.8520207923221256,0.7710553707905701,0.7908256087752462,497145600
2000-01-26,0.829896092414856,0.8600225638265867,0.8266012374324264,0.8284839973425767,367158400
2000-01-27,0.828484058380127,0.8510793409779368,0.8058888260616539,0.8195399174216343,340144000
2000-01-28,0.7654059529304504,0.8350736911544147,0.757874763504425,0.8148327931055475,423348800
2000-01-31,0.7814106345176697,0.7823520647026235,0.7117429404958592,0.7606990698900252,701680000
2000-02-01,0.7550495862960815,0.7908252814574531,0.7531668269799896,0.7832932386067392,318035200
2000-02-02,0.7442228198051453,0.7691715722618301,0.7305716810887235,0.758816193092979,464195200
2000-02-03,0.7781156897544861,0.7851770186772831,0.7550496975823753,0.7555204126204353,475193600
2000-02-04,0.8134207129478455,0.828483896541653,0.7804692006520743,0.7828227256724105,425320000
2000-02-07,0.8590810298919678,0.8604931750731194,0.7978867647795626,0.8134207137275193,441067200
2000-02-08,0.8652009963989258,0.8746148950108742,0.8378987194747284,0.8586102818957885,408643200
2000-02-09,0.8482541441917419,0.8821470388970238,0.8468420994635696,0.8595518092797232,299364800
2000-02-10,0.8548447489738464,0.8576689386238976,0.8284838522774657,0.8501376991846619,302982400
2000-02-11,0.8190692663192749,0.8595519264866004,0.8153036455995729,0.8557863057668984,212251200
2000-02-14,0.8722614645957947,0.8727321796619951,0.8181276733235849,0.8233053882138065,367539200
2000-02-15,0.8962693214416504,0.903330654595426,0.8675549830045117,0.8680256983246128,485744000
2000-02-16,0.8595518469810486,0.889679122801532,0.8444886615848045,0.886854128193323,378246400
2000-02-17,0.8652009963989258,0.8699079457049,0.8520205729791547,0.867554471051913,289497600
2000-02-18,0.8378989100456238,0.8689667132571707,0.8350738649592557,0.8633183325818794,233441600
2000-02-22,0.8571983575820923,0.880735018028231,0.8035352262900596,0.8294254119986818,422296000
2000-02-23,0.8755565285682678,0.8962690008306035,0.8360152491198588,0.8528440448441671,473099200
2000-02-24,0.8676719665527344,0.8972104750540901,0.841664525772833,0.8835593327513213,376432000
2000-02-25,0.8313081860542297,0.8812057481685247,0.8294254261473247,0.8647304174187782,249144000
2000-02-28,0.8529620170593262,0.8661424422492495,0.8162449818434956,0.829425407033419,328328000
2000-02-29,0.8633182644844055,0.8830885003165323,0.8477835596346044,0.8553155042240438,368961600
2000-03-01,0.98147052526474,0.9946509499974728,0.8925032616707553,0.8929739767599728,1077003200
2000-03-02,0.9188643097877502,0.9635833590766025,0.9089787879837047,0.9565228323292274,311259200
2000-03-03,0.9640538096427917,0.9658194186828979,0.903800968188192,0.9405171490710744,323366400
2000-03-06,0.9466372728347778,0.9725274117774619,0.9414587020293792,0.9489907481373051,210560000
2000-03-07,0.9254541993141174,0.9598178189725504,0.9122737706214179,0.9522857719301571,273011200
2000-03-08,0.9188643097877502,0.9334568829429399,0.8929741698142493,0.9254541213441427,271230400
2000-03-09,0.9207468628883362,0.9414584249295801,0.8906203968212942,0.9103906293537959,276718400
2000-03-10,0.9471073746681213,0.9635826967033112,0.9113316369243777,0.9165102043761789,248606400
2000-03-13,0.91368567943573,0.9527562401539483,0.9000345390515166,0.9198055791995866,303956800
2000-03-14,0.8604933619499207,0.9358103019345745,0.8586105012994768,0.9129796612405208,428579200
2000-03-15,0.8755565285682678,0.905683806658335,0.8595519117338296,0.8708495781684338,443609600
2000-03-16,0.9155684113502502,0.9188641209204892,0.8623759967636966,0.8835591815906533,378100800
2000-03-17,0.9414584040641785,0.9414584040641785,0.9009757053598082,0.9047422300150822,305043200
2000-03-20,0.9263952374458313,0.9508732235422094,0.9216881876915574,0.9301616616067049,204489600
2000-03-21,1.016304850578308,1.0299558898535557,0.9160399219619741,0.9231004471891012,524328000
2000-03-22,1.0859723091125488,1.0873852586102974,0.990885162103321,1.0000646578617716,567996800
2000-03-23,1.0643196105957031,1.1325752163493314,1.0544340898856828,1.0694972760061383,562564800
2000-03-24,1.0445483922958374,1.0840896639707829,1.020541019249785,1.0727919997571993,446913600
2000-03-27,1.051138997077942,1.090209553344374,1.030897244127657,1.0365465286978808,279182400
2000-03-28,1.0478441715240479,1.0694971662494759,1.032780081921499,1.0337215121026628,202966400
2000-03-29,1.0238373279571533,1.0501981911728249,1.0079499563586916,1.0497275763967882,239836800
2000-03-30,0.9471073746681213,1.0370167299845996,0.9447538003310713,1.0059481409149562,414400000
2000-03-31,1.0228962898254395,1.0337223433800518,0.9489913466475596,0.9598183052308457,404633600
2000-04-03,1.004065990447998,1.0506686052842011,0.9748809441498034,1.0205413241169408,328563200
2000-04-04,0.9588760137557983,1.0017121891481193,0.8793227574605905,0.9988879994267382,660329600
2000-04-05,0.9819419384002686,1.0007707410456237,0.9339272950066844,0.9525206898536139,457665600
2000-04-06,0.942871630191803,1.0130100998471812,0.9282782534859709,0.9838250559330052,259627200
2000-04-07,0.9922969937324524,0.9932383228955748,0.9452245020596389,0.9584049203983606,242435200
2000-04-10,0.9414584040641785,0.9998293797976504,0.9395756445297729,0.9918266210503024,212262400
2000-04-11,0.8995639085769653,0.9405172330239697,0.8892076724199748,0.930161901895045,541822400
2000-04-12,0.8228347897529602,0.8962689650117553,0.7898841773768358,0.8962689650117553,941136000
2000-04-13,0.8571983575820923,0.9038009633660065,0.8171863666672493,0.8397816471759939,529827200
2000-04-14,0.8426058292388916,0.8887368647262435,0.8209519288738665,0.8233054541139249,667620800
2000-04-17,0.9329860210418701,0.9334567361588338,0.8214226668128302,0.824718426821573,409561600
2000-04-18,0.9555809497833252,0.9555809497833252,0.8990928407448922,0.9301615370288215,390924800
2000-04-19,0.9122734665870667,0.9809997779712261,0.9019172321709535,0.9504026948245653,520150400
2000-04-20,0.8953275084495544,0.9395758357885095,0.8816763677615365,0.9315738798814648,722120000
2000-04-24,0.9075666666030884,0.9075666666030884,0.8642597665312027,0.866142526578028,443620800
2000-04-25,0.9664075374603271,0.9697032476663631,0.9193350133696608,0.9198057285546994,391641600
2000-04-26,0.91368567943573,0.9640538049951348,0.9038009638310112,0.9536975698124945,366912000
2000-04-27,0.9546388983726501,0.956522563075801,0.8780279862922727,0.8826176843694249,326603200
2000-04-28,0.9343980550765991,0.9602882912395292,0.9136856851406578,0.9574641011289278,249580800
2000-05-01,0.9362810850143433,0.9424009859242751,0.917922991223481,0.9405173206677832,226195200
2000-05-02,0.8877955675125122,0.95087351261334,0.8849713770248365,0.928278279214399,236432000
2000-05-03,0.86661297082901,0.9132147618342771,0.8407228411271807,0.8957980050018124,489798400
2000-05-04,0.8336617350578308,0.8680253473527879,0.8327203047982804,0.8670839170932375,399515200
2000-05-05,0.8520207405090332,0.8642597362506607,0.8338971016706827,0.8346031240936714,284076800
2000-05-08,0.829425573348999,0.8562570939352888,0.8284841429491338,0.8442534038229288,184900800
2000-05-09,0.7941203713417053,0.8378987842783701,0.7898840864710963,0.8308374547454277,327140800
2000-05-10,0.747989296913147,0.7908254757312722,0.743752157243676,0.783764146114557,535091200
2000-05-11,0.774350106716156,0.7851770558980273,0.7456357841227671,0.7635232078136118,499744000
2000-05-12,0.8105965852737427,0.832249631871274,0.7890599856138293,0.7983575897836843,306913600
2000-05-15,0.7606990933418274,0.8138914590908454,0.7541084282126684,0.8138914590908454,678932800
2000-05-16,0.7960032820701599,0.8214227040065089,0.7738795700124491,0.7871772475291192,440451200
2000-05-17,0.7635232210159302,0.7809399299475587,0.7559911765677831,0.7804692148790455,398092800
2000-05-18,0.7588161826133728,0.7903546939532232,0.7578747525241804,0.7757621756154631,373777600
2000-05-19,0.7079774141311646,0.7475186910347508,0.7032695590062581,0.7475186910347508,740667200
2000-05-22,0.6773794889450073,0.706094672812693,0.647723729491382,0.706094672812693,755507200
2000-05-23,0.6463114619255066,0.703269440087142,0.6448993670793473,0.6816164476043967,517585600
2000-05-24,0.660433292388916,0.6759671910862142,0.6251283052531384,0.6491356784049094,678462400
2000-05-25,0.6572555303573608,0.6978562814835729,0.6477234765223217,0.6665531317283857,406750400
2000-05-26,0.6505476832389832,0.6769085274886214,0.6420751149854534,0.662786675371641,181148800
